Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
toy-tire,92.6 ± 0.4,98.9 ± 0.1,94.0 ± 0.3,95.7 ± 0.2,71.1 ± 0.3,68.6 ± 0.3,74.8 ± 0.7,76.3 ± 7.3,55.6 ± 1.2,26.6 ± 2.0,98.4 ± 0.5,99.8 ± 0.1,97.8 ± 0.9,22.2 ± 18.8,7.0 ± 4.8,2.8 ± 2.4
traceless_hair_clip,98.5 ± 0.8,99.8 ± 0.1,97.6 ± 0.7,99.1 ± 0.0,80.8 ± 0.5,76.1 ± 0.3,90.5 ± 0.3,27.7 ± 15.6,5.9 ± 6.9,0.8 ± 1.3,99.8 ± 0.3,100.0 ± 0.1,99.5 ± 0.5,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
travel_switch,84.2 ± 0.4,97.6 ± 0.1,94.6 ± 0.1,87.4 ± 0.4,31.8 ± 0.2,38.6 ± 0.6,62.4 ± 0.9,83.2 ± 0.8,69.9 ± 4.5,53.3 ± 3.0,94.8 ± 0.1,99.3 ± 0.1,97.0 ± 0.2,38.7 ± 4.6,28.0 ± 4.0,18.7 ± 4.6
travel_switch_green,92.0 ± 0.5,98.9 ± 0.1,95.2 ± 0.2,93.7 ± 0.1,41.8 ± 0.9,44.1 ± 0.6,84.1 ± 0.2,65.9 ± 1.7,47.7 ± 3.0,28.8 ± 4.0,98.8 ± 0.7,99.8 ± 0.1,98.8 ± 0.2,9.3 ± 2.3,4.0 ± 4.0,2.7 ± 2.3
tubular_key_switch,83.0 ± 0.5,97.3 ± 0.2,94.9 ± 0.1,82.7 ± 0.3,25.2 ± 0.6,25.1 ± 0.9,74.1 ± 0.3,71.5 ± 2.0,57.3 ± 0.5,46.1 ± 1.7,90.9 ± 1.0,98.7 ± 0.1,95.8 ± 0.3,60.0 ± 8.0,38.7 ± 8.3,25.3 ± 9.2
vacuum_switch,66.4 ± 1.0,94.4 ± 0.2,94.3 ± 0.1,97.3 ± 0.2,62.1 ± 0.3,62.2 ± 1.1,81.1 ± 1.8,92.3 ± 0.5,86.7 ± 0.5,81.1 ± 2.6,69.7 ± 0.8,95.2 ± 0.3,94.3 ± 0.0,90.7 ± 2.3,88.0 ± 0.0,78.7 ± 2.3
vehicle_harness_conductor,93.6 ± 0.1,98.9 ± 0.0,95.1 ± 0.2,95.1 ± 0.2,50.9 ± 0.7,54.4 ± 0.7,89.3 ± 0.3,56.0 ± 3.3,36.2 ± 2.7,20.3 ± 0.0,98.0 ± 1.0,99.7 ± 0.2,98.5 ± 0.3,13.3 ± 4.6,9.3 ± 4.6,6.7 ± 6.1
vertical-adjustable-resistor,86.7 ± 1.9,96.3 ± 0.5,90.5 ± 0.5,97.4 ± 0.3,60.7 ± 0.8,58.1 ± 0.4,89.6 ± 0.7,80.0 ± 4.2,61.2 ± 4.4,42.6 ± 8.5,88.4 ± 1.0,98.2 ± 0.2,96.2 ± 0.3,52.0 ± 4.0,34.7 ± 6.1,28.0 ± 4.0
vibration_motor,78.9 ± 0.4,95.0 ± 0.1,92.3 ± 0.1,93.6 ± 0.1,34.2 ± 0.4,42.4 ± 0.7,63.5 ± 0.5,86.0 ± 0.7,73.6 ± 0.7,51.3 ± 0.7,95.7 ± 0.8,99.4 ± 0.1,97.0 ± 0.2,44.0 ± 8.0,22.7 ± 2.3,14.7 ± 2.3
volume_potentiometer,83.3 ± 1.6,96.3 ± 0.4,91.9 ± 0.2,95.9 ± 0.4,74.6 ± 1.8,71.1 ± 1.8,77.4 ± 1.2,82.9 ± 1.7,71.9 ± 1.1,55.5 ± 1.4,92.2 ± 0.6,98.9 ± 0.1,95.7 ± 0.2,57.3 ± 2.3,41.3 ± 4.6,22.7 ± 4.6
wireless_receiver_module,69.9 ± 2.5,95.3 ± 0.5,94.1 ± 0.0,74.6 ± 0.4,36.2 ± 0.5,41.6 ± 1.0,60.1 ± 0.4,94.9 ± 1.2,89.6 ± 1.4,77.9 ± 5.2,72.9 ± 5.5,96.0 ± 1.0,94.2 ± 0.1,96.0 ± 0.0,92.0 ± 6.9,82.7 ± 14.0
Mean,86.4 ± 0.1,97.3 ± 0.1,94.5 ± 0.0,92.8 ± 0.0,50.8 ± 0.1,51.5 ± 0.2,78.7 ± 0.1,68.1 ± 0.4,53.6 ± 0.1,39.3 ± 0.2,90.6 ± 0.1,98.5 ± 0.0,96.7 ± 0.1,45.6 ± 0.3,35.8 ± 0.6,26.5 ± 0.2
